Issue key,Issue id,Issue Type,Summary,Epic Link,Parent,Fix versions,Story Points,Logged Hours,Status,Resolution,Target start,Target end,Outward issue link (Blocks),Inward issue link (Blocks)
OPS-700361,400361,Task,Discovery task for Scale Rows - Operations - Change advisory preparation wave 12,OPS-5011,,Operations Q2,2,3h,Done,Done,,,,
OPS-700362,400362,Bug,Implementation bug for Scale Rows - Operations - Change advisory preparation wave 12,OPS-5011,,Operations Q2,3,4.5,In Progress,,,,,
OPS-700363,400363,Story,Validation story for Scale Rows - Operations - Change advisory preparation wave 12,OPS-5011,,Operations Q2,5,6,To Do,,,,,
OPS-700364,400364,Task,Documentation task for Scale Rows - Operations - Change advisory preparation wave 12,OPS-5011,,Operations Q2,8,1,Done,Done,,,,
OPS-700365,400365,Bug,Release readiness bug for Scale Rows - Operations - Change advisory preparation wave 12,OPS-5011,,Operations Q2,1,2.5,To Do,,,,,
OPS-700366,400366,Story,Discovery story for Scale Rows - Operations - Support workflow routing wave 03,OPS-5002,,Operations Q1,3,3h 30m,In Progress,,,,,
OPS-700367,400367,Task,Implementation task for Scale Rows - Operations - Support workflow routing wave 03,OPS-5002,,Operations Q1,5,5,To Do,,,,,
OPS-700368,400368,Bug,Validation bug for Scale Rows - Operations - Support workflow routing wave 03,OPS-5002,,Operations Q1,8,0,Done,Done,,,,
OPS-700369,400369,Story,Documentation story for Scale Rows - Operations - Support workflow routing wave 03,OPS-5002,,Operations Q1,1,1.5,To Do,,,,,
OPS-700370,400370,Task,Release readiness task for Scale Rows - Operations - Support workflow routing wave 03,OPS-5002,,Operations Q1,2,3,In Progress,,,,,
OPS-700371,400371,Bug,Stakeholder review bug for Scale Rows - Operations - Support workflow routing wave 03,OPS-5002,,Operations Q1,3,4.5,Done,Done,,,,
OPS-700372,400372,Story,Discovery story for Scale Rows - Operations - Runbook modernization wave 13,OPS-5012,,Operations Q1,8,0h 30m,To Do,,,,,
OPS-700373,400373,Task,Implementation task for Scale Rows - Operations - Runbook modernization wave 13,OPS-5012,,Operations Q1,1,2,Done,Done,,,,
OPS-700374,400374,Bug,Validation bug for Scale Rows - Operations - Runbook modernization wave 13,OPS-5012,,Operations Q1,2,3.5,To Do,,,,,
OPS-700375,400375,Story,Documentation story for Scale Rows - Operations - Runbook modernization wave 13,OPS-5012,,Operations Q1,3,5,In Progress,,,,,
OPS-700376,400376,Task,Release readiness task for Scale Rows - Operations - Runbook modernization wave 13,OPS-5012,,Operations Q1,5,0,Done,Done,,,,
OPS-700377,400377,Bug,Discovery bug for Scale Rows - Operations - Change advisory preparation wave 04,OPS-5003,,Operations Q2,1,1h,Done,Done,,,,
OPS-700378,400378,Story,Implementation story for Scale Rows - Operations - Change advisory preparation wave 04,OPS-5003,,Operations Q2,2,2.5,To Do,,,,,
OPS-700379,400379,Task,Validation task for Scale Rows - Operations - Change advisory preparation wave 04,OPS-5003,,Operations Q2,3,4,In Progress,,,,,
OPS-700380,400380,Bug,Documentation bug for Scale Rows - Operations - Change advisory preparation wave 04,OPS-5003,,Operations Q2,5,5.5,Done,Done,,,,
OPS-700381,400381,Story,Release readiness story for Scale Rows - Operations - Change advisory preparation wave 04,OPS-5003,,Operations Q2,8,0.5,In Progress,,,,,
OPS-700382,400382,Task,Stakeholder review task for Scale Rows - Operations - Change advisory preparation wave 04,OPS-5003,,Operations Q2,1,2,To Do,,,,,
OPS-700383,400383,Bug,Discovery bug for Scale Rows - Operations - Capacity review wave 14,OPS-5013,,Operations Q2,3,4h 30m,To Do,,,,,
OPS-700384,400384,Story,Implementation story for Scale Rows - Operations - Capacity review wave 14,OPS-5013,,Operations Q2,5,6,In Progress,,,,,
OPS-700385,400385,Task,Validation task for Scale Rows - Operations - Capacity review wave 14,OPS-5013,,Operations Q2,8,1,Done,Done,,,,
OPS-700386,400386,Bug,Documentation bug for Scale Rows - Operations - Capacity review wave 14,OPS-5013,,Operations Q2,1,2.5,In Progress,,,,,
OPS-700387,400387,Story,Release readiness story for Scale Rows - Operations - Capacity review wave 14,OPS-5013,,Operations Q2,2,4,To Do,,,,,
OPS-700388,400388,Task,Discovery task for Scale Rows - Operations - Runbook modernization wave 05,OPS-5004,,Operations Q1,5,5h,In Progress,,,,,
OPS-700389,400389,Bug,Implementation bug for Scale Rows - Operations - Runbook modernization wave 05,OPS-5004,,Operations Q1,8,0,Done,Done,,,,
OPS-700390,400390,Story,Validation story for Scale Rows - Operations - Runbook modernization wave 05,OPS-5004,,Operations Q1,1,1.5,In Progress,,,,,
OPS-700391,400391,Task,Documentation task for Scale Rows - Operations - Runbook modernization wave 05,OPS-5004,,Operations Q1,2,3,To Do,,,,,
OPS-700392,400392,Bug,Release readiness bug for Scale Rows - Operations - Runbook modernization wave 05,OPS-5004,,Operations Q1,3,4.5,Done,Done,,,,
OPS-700393,400393,Story,Stakeholder review story for Scale Rows - Operations - Runbook modernization wave 05,OPS-5004,,Operations Q1,5,6,To Do,,,,,
OPS-700394,400394,Task,Discovery task for Scale Rows - Operations - Monitoring handoff wave 15,OPS-5014,,Operations Q1,1,2h,Done,Done,,,,
OPS-700395,400395,Bug,Implementation bug for Scale Rows - Operations - Monitoring handoff wave 15,OPS-5014,,Operations Q1,2,3.5,In Progress,,,,,
OPS-700396,400396,Story,Validation story for Scale Rows - Operations - Monitoring handoff wave 15,OPS-5014,,Operations Q1,3,5,To Do,,,,,
OPS-700397,400397,Task,Documentation task for Scale Rows - Operations - Monitoring handoff wave 15,OPS-5014,,Operations Q1,5,0,Done,Done,,,,
OPS-700398,400398,Bug,Release readiness bug for Scale Rows - Operations - Monitoring handoff wave 15,OPS-5014,,Operations Q1,8,1.5,To Do,,,,,
OPS-700399,400399,Story,Discovery story for Scale Rows - Operations - Capacity review wave 06,OPS-5005,,Operations Q2,2,2h 30m,In Progress,,,,,
OPS-700400,400400,Task,Implementation task for Scale Rows - Operations - Capacity review wave 06,OPS-5005,,Operations Q2,3,4,To Do,,,,,
OPS-700401,400401,Bug,Validation bug for Scale Rows - Operations - Capacity review wave 06,OPS-5005,,Operations Q2,5,5.5,Done,Done,,,,
OPS-700402,400402,Story,Documentation story for Scale Rows - Operations - Capacity review wave 06,OPS-5005,,Operations Q2,8,0.5,To Do,,,,,
OPS-700403,400403,Task,Release readiness task for Scale Rows - Operations - Capacity review wave 06,OPS-5005,,Operations Q2,1,2,In Progress,,,,,
OPS-700404,400404,Bug,Stakeholder review bug for Scale Rows - Operations - Capacity review wave 06,OPS-5005,,Operations Q2,2,3.5,Done,Done,,,,
OPS-700405,400405,Story,Discovery story for Scale Rows - Operations - Service review cadence wave 16,OPS-5015,,Operations Q2,5,6h,To Do,,,,,
OPS-700406,400406,Task,Implementation task for Scale Rows - Operations - Service review cadence wave 16,OPS-5015,,Operations Q2,8,1,Done,Done,,,,
OPS-700407,400407,Bug,Validation bug for Scale Rows - Operations - Service review cadence wave 16,OPS-5015,,Operations Q2,1,2.5,To Do,,,,,
OPS-700408,400408,Story,Documentation story for Scale Rows - Operations - Service review cadence wave 16,OPS-5015,,Operations Q2,2,4,In Progress,,,,,
OPS-700409,400409,Task,Release readiness task for Scale Rows - Operations - Service review cadence wave 16,OPS-5015,,Operations Q2,3,5.5,Done,Done,,,,
OPS-700410,400410,Bug,Discovery bug for Scale Rows - Operations - Monitoring handoff wave 07,OPS-5006,,Operations Q1,8,0h,Done,Done,,,,
OPS-700411,400411,Story,Implementation story for Scale Rows - Operations - Monitoring handoff wave 07,OPS-5006,,Operations Q1,1,1.5,To Do,,,,,
OPS-700412,400412,Task,Validation task for Scale Rows - Operations - Monitoring handoff wave 07,OPS-5006,,Operations Q1,2,3,In Progress,,,,,
OPS-700413,400413,Bug,Documentation bug for Scale Rows - Operations - Monitoring handoff wave 07,OPS-5006,,Operations Q1,3,4.5,Done,Done,,,,
OPS-700414,400414,Story,Release readiness story for Scale Rows - Operations - Monitoring handoff wave 07,OPS-5006,,Operations Q1,5,6,In Progress,,,,,
OPS-700415,400415,Task,Stakeholder review task for Scale Rows - Operations - Monitoring handoff wave 07,OPS-5006,,Operations Q1,8,1,To Do,,,,,
OPS-700416,400416,Bug,Discovery bug for Scale Rows - Operations - Release checklist automation wave 17,OPS-5016,,Operations Q1,2,3h 30m,To Do,,,,,
OPS-700417,400417,Story,Implementation story for Scale Rows - Operations - Release checklist automation wave 17,OPS-5016,,Operations Q1,3,5,In Progress,,,,,
OPS-700418,400418,Task,Validation task for Scale Rows - Operations - Release checklist automation wave 17,OPS-5016,,Operations Q1,5,0,Done,Done,,,,
OPS-700419,400419,Bug,Documentation bug for Scale Rows - Operations - Release checklist automation wave 17,OPS-5016,,Operations Q1,8,1.5,In Progress,,,,,
OPS-700420,400420,Story,Release readiness story for Scale Rows - Operations - Release checklist automation wave 17,OPS-5016,,Operations Q1,1,3,To Do,,,,,
OPS-700421,400421,Task,Discovery task for Scale Rows - Operations - Service review cadence wave 08,OPS-5007,,Operations Q2,3,4h,In Progress,,,,,
OPS-700422,400422,Bug,Implementation bug for Scale Rows - Operations - Service review cadence wave 08,OPS-5007,,Operations Q2,5,5.5,Done,Done,,,,
OPS-700423,400423,Story,Validation story for Scale Rows - Operations - Service review cadence wave 08,OPS-5007,,Operations Q2,8,0.5,In Progress,,,,,
OPS-700424,400424,Task,Documentation task for Scale Rows - Operations - Service review cadence wave 08,OPS-5007,,Operations Q2,1,2,To Do,,,,,
OPS-700425,400425,Bug,Release readiness bug for Scale Rows - Operations - Service review cadence wave 08,OPS-5007,,Operations Q2,2,3.5,Done,Done,,,,
OPS-700426,400426,Story,Stakeholder review story for Scale Rows - Operations - Service review cadence wave 08,OPS-5007,,Operations Q2,3,5,To Do,,,,,
OPS-700427,400427,Task,Discovery task for Scale Rows - Operations - Incident readiness wave 18,OPS-5017,,Operations Q2,8,1h,Done,Done,,,,
OPS-700428,400428,Bug,Implementation bug for Scale Rows - Operations - Incident readiness wave 18,OPS-5017,,Operations Q2,1,2.5,In Progress,,,,,
OPS-700429,400429,Story,Validation story for Scale Rows - Operations - Incident readiness wave 18,OPS-5017,,Operations Q2,2,4,To Do,,,,,
OPS-700430,400430,Task,Documentation task for Scale Rows - Operations - Incident readiness wave 18,OPS-5017,,Operations Q2,3,5.5,Done,Done,,,,
OPS-700431,400431,Bug,Release readiness bug for Scale Rows - Operations - Incident readiness wave 18,OPS-5017,,Operations Q2,5,0.5,To Do,,,,,
OPS-700432,400432,Story,Discovery story for Scale Rows - Operations - Release checklist automation wave 09,OPS-5008,,Operations Q1,1,1h 30m,In Progress,,,,,
OPS-700433,400433,Task,Implementation task for Scale Rows - Operations - Release checklist automation wave 09,OPS-5008,,Operations Q1,2,3,To Do,,,,,
OPS-700434,400434,Bug,Validation bug for Scale Rows - Operations - Release checklist automation wave 09,OPS-5008,,Operations Q1,3,4.5,Done,Done,,,,
OPS-700435,400435,Story,Documentation story for Scale Rows - Operations - Release checklist automation wave 09,OPS-5008,,Operations Q1,5,6,To Do,,,,,
OPS-700436,400436,Task,Release readiness task for Scale Rows - Operations - Release checklist automation wave 09,OPS-5008,,Operations Q1,8,1,In Progress,,,,,
OPS-700437,400437,Bug,Stakeholder review bug for Scale Rows - Operations - Release checklist automation wave 09,OPS-5008,,Operations Q1,1,2.5,Done,Done,,,,
OPS-700438,400438,Story,Discovery story for Scale Rows - Operations - Support workflow routing wave 19,OPS-5018,,Operations Q1,3,5h,To Do,,,,,
OPS-700439,400439,Task,Implementation task for Scale Rows - Operations - Support workflow routing wave 19,OPS-5018,,Operations Q1,5,0,Done,Done,,,,
OPS-700440,400440,Bug,Validation bug for Scale Rows - Operations - Support workflow routing wave 19,OPS-5018,,Operations Q1,8,1.5,To Do,,,,,
OPS-700441,400441,Story,Documentation story for Scale Rows - Operations - Support workflow routing wave 19,OPS-5018,,Operations Q1,1,3,In Progress,,,,,
OPS-700442,400442,Task,Release readiness task for Scale Rows - Operations - Support workflow routing wave 19,OPS-5018,,Operations Q1,2,4.5,Done,Done,,,,
OPS-700443,400443,Bug,Discovery bug for Scale Rows - Operations - Incident readiness wave 10,OPS-5009,,Operations Q2,5,5h 30m,Done,Done,,,,
OPS-700444,400444,Story,Implementation story for Scale Rows - Operations - Incident readiness wave 10,OPS-5009,,Operations Q2,8,0.5,To Do,,,,,
OPS-700445,400445,Task,Validation task for Scale Rows - Operations - Incident readiness wave 10,OPS-5009,,Operations Q2,1,2,In Progress,,,,,
OPS-700446,400446,Bug,Documentation bug for Scale Rows - Operations - Incident readiness wave 10,OPS-5009,,Operations Q2,2,3.5,Done,Done,,,,
OPS-700447,400447,Story,Release readiness story for Scale Rows - Operations - Incident readiness wave 10,OPS-5009,,Operations Q2,3,5,In Progress,,,,,
OPS-700448,400448,Task,Stakeholder review task for Scale Rows - Operations - Incident readiness wave 10,OPS-5009,,Operations Q2,5,0,To Do,,,,,
DATA-700449,400449,Bug,Discovery bug for Scale Rows - Data Platform - Warehouse model refresh wave 01,DATA-3000,,Portfolio 2026,5,0h 30m,In Progress,,,,,
DATA-700450,400450,Story,Implementation story for Scale Rows - Data Platform - Warehouse model refresh wave 01,DATA-3000,,Portfolio 2026,8,2,Done,Done,,,,
DATA-700451,400451,Task,Validation task for Scale Rows - Data Platform - Warehouse model refresh wave 01,DATA-3000,,Portfolio 2026,1,3.5,In Progress,,,,,
DATA-700452,400452,Bug,Documentation bug for Scale Rows - Data Platform - Warehouse model refresh wave 01,DATA-3000,,Portfolio 2026,2,5,To Do,,,,,
DATA-700453,400453,Story,Release readiness story for Scale Rows - Data Platform - Warehouse model refresh wave 01,DATA-3000,,Portfolio 2026,3,0,Done,Done,,,,
DATA-700454,400454,Task,Stakeholder review task for Scale Rows - Data Platform - Warehouse model refresh wave 01,DATA-3000,,Portfolio 2026,5,1.5,To Do,,,,,
DATA-700455,400455,Bug,Discovery bug for Scale Rows - Data Platform - Metrics certification wave 11,DATA-3010,,Portfolio 2026,2,4h 30m,In Progress,,,,,
DATA-700456,400456,Story,Implementation story for Scale Rows - Data Platform - Metrics certification wave 11,DATA-3010,,Portfolio 2026,3,6,To Do,,,,,
DATA-700457,400457,Task,Validation task for Scale Rows - Data Platform - Metrics certification wave 11,DATA-3010,,Portfolio 2026,5,1,Done,Done,,,,
DATA-700458,400458,Bug,Documentation bug for Scale Rows - Data Platform - Metrics certification wave 11,DATA-3010,,Portfolio 2026,8,2.5,To Do,,,,,
DATA-700459,400459,Story,Release readiness story for Scale Rows - Data Platform - Metrics certification wave 11,DATA-3010,,Portfolio 2026,1,4,In Progress,,,,,
DATA-700460,400460,Task,Stakeholder review task for Scale Rows - Data Platform - Metrics certification wave 11,DATA-3010,,Portfolio 2026,2,5.5,Done,Done,,,,
DATA-700461,400461,Bug,Discovery bug for Scale Rows - Data Platform - Pipeline observability wave 02,DATA-3001,,Portfolio 2026,3,5h,To Do,,,,,
DATA-700462,400462,Story,Implementation story for Scale Rows - Data Platform - Pipeline observability wave 02,DATA-3001,,Portfolio 2026,5,0,Done,Done,,,,
DATA-700463,400463,Task,Validation task for Scale Rows - Data Platform - Pipeline observability wave 02,DATA-3001,,Portfolio 2026,8,1.5,To Do,,,,,
DATA-700464,400464,Bug,Documentation bug for Scale Rows - Data Platform - Pipeline observability wave 02,DATA-3001,,Portfolio 2026,1,3,In Progress,,,,,
DATA-700465,400465,Story,Release readiness story for Scale Rows - Data Platform - Pipeline observability wave 02,DATA-3001,,Portfolio 2026,2,4.5,Done,Done,,,,
DATA-700466,400466,Task,Discovery task for Scale Rows - Data Platform - Streaming ingestion wave 21,DATA-3020,,Portfolio 2026,8,2h,Done,Done,,,,
DATA-700467,400467,Bug,Implementation bug for Scale Rows - Data Platform - Streaming ingestion wave 21,DATA-3020,,Portfolio 2026,1,3.5,To Do,,,,,
DATA-700468,400468,Story,Validation story for Scale Rows - Data Platform - Streaming ingestion wave 21,DATA-3020,,Portfolio 2026,2,5,In Progress,,,,,
DATA-700469,400469,Task,Documentation task for Scale Rows - Data Platform - Streaming ingestion wave 21,DATA-3020,,Portfolio 2026,3,0,Done,Done,,,,
DATA-700470,400470,Bug,Release readiness bug for Scale Rows - Data Platform - Streaming ingestion wave 21,DATA-3020,,Portfolio 2026,5,1.5,In Progress,,,,,
DATA-700471,400471,Story,Stakeholder review story for Scale Rows - Data Platform - Streaming ingestion wave 21,DATA-3020,,Portfolio 2026,8,3,To Do,,,,,
DATA-700472,400472,Task,Discovery task for Scale Rows - Data Platform - Forecast data mart wave 12,DATA-3011,,Portfolio 2026,1,2h 30m,To Do,,,,,
DATA-700473,400473,Bug,Implementation bug for Scale Rows - Data Platform - Forecast data mart wave 12,DATA-3011,,Portfolio 2026,2,4,In Progress,,,,,
DATA-700474,400474,Story,Validation story for Scale Rows - Data Platform - Forecast data mart wave 12,DATA-3011,,Portfolio 2026,3,5.5,Done,Done,,,,
DATA-700475,400475,Task,Documentation task for Scale Rows - Data Platform - Forecast data mart wave 12,DATA-3011,,Portfolio 2026,5,0.5,In Progress,,,,,
DATA-700476,400476,Bug,Release readiness bug for Scale Rows - Data Platform - Forecast data mart wave 12,DATA-3011,,Portfolio 2026,8,2,To Do,,,,,
DATA-700477,400477,Story,Discovery story for Scale Rows - Data Platform - Metrics certification wave 03,DATA-3002,,Portfolio 2026,2,3h,In Progress,,,,,
DATA-700478,400478,Task,Implementation task for Scale Rows - Data Platform - Metrics certification wave 03,DATA-3002,,Portfolio 2026,3,4.5,Done,Done,,,,
DATA-700479,400479,Bug,Validation bug for Scale Rows - Data Platform - Metrics certification wave 03,DATA-3002,,Portfolio 2026,5,6,In Progress,,,,,
DATA-700480,400480,Story,Documentation story for Scale Rows - Data Platform - Metrics certification wave 03,DATA-3002,,Portfolio 2026,8,1,To Do,,,,,
DATA-700481,400481,Task,Release readiness task for Scale Rows - Data Platform - Metrics certification wave 03,DATA-3002,,Portfolio 2026,1,2.5,Done,Done,,,,
DATA-700482,400482,Bug,Stakeholder review bug for Scale Rows - Data Platform - Metrics certification wave 03,DATA-3002,,Portfolio 2026,2,4,To Do,,,,,
DATA-700483,400483,Story,Discovery story for Scale Rows - Data Platform - Quality rule expansion wave 31,DATA-3030,,Portfolio 2026,3,6h,In Progress,,,,,
DATA-700484,400484,Task,Implementation task for Scale Rows - Data Platform - Quality rule expansion wave 31,DATA-3030,,Portfolio 2026,5,1,Done,Done,,,,
DATA-700485,400485,Bug,Validation bug for Scale Rows - Data Platform - Quality rule expansion wave 31,DATA-3030,,Portfolio 2026,8,2.5,In Progress,,,,,
DATA-700486,400486,Story,Documentation story for Scale Rows - Data Platform - Quality rule expansion wave 31,DATA-3030,,Portfolio 2026,1,4,To Do,,,,,
DATA-700487,400487,Task,Release readiness task for Scale Rows - Data Platform - Quality rule expansion wave 31,DATA-3030,,Portfolio 2026,2,5.5,Done,Done,,,,
DATA-700488,400488,Bug,Stakeholder review bug for Scale Rows - Data Platform - Quality rule expansion wave 31,DATA-3030,,Portfolio 2026,3,0.5,To Do,,,,,
DATA-700489,400489,Story,Discovery story for Scale Rows - Data Platform - Retention model update wave 22,DATA-3021,,Portfolio 2026,5,0h,Done,Done,,,,
DATA-700490,400490,Task,Implementation task for Scale Rows - Data Platform - Retention model update wave 22,DATA-3021,,Portfolio 2026,8,1.5,In Progress,,,,,
DATA-700491,400491,Bug,Validation bug for Scale Rows - Data Platform - Retention model update wave 22,DATA-3021,,Portfolio 2026,1,3,To Do,,,,,
DATA-700492,400492,Story,Documentation story for Scale Rows - Data Platform - Retention model update wave 22,DATA-3021,,Portfolio 2026,2,4.5,Done,Done,,,,
DATA-700493,400493,Task,Release readiness task for Scale Rows - Data Platform - Retention model update wave 22,DATA-3021,,Portfolio 2026,3,6,To Do,,,,,
DATA-700494,400494,Bug,Discovery bug for Scale Rows - Data Platform - Streaming ingestion wave 13,DATA-3012,,Portfolio 2026,8,0h 30m,In Progress,,,,,
DATA-700495,400495,Story,Implementation story for Scale Rows - Data Platform - Streaming ingestion wave 13,DATA-3012,,Portfolio 2026,1,2,To Do,,,,,
DATA-700496,400496,Task,Validation task for Scale Rows - Data Platform - Streaming ingestion wave 13,DATA-3012,,Portfolio 2026,2,3.5,Done,Done,,,,
DATA-700497,400497,Bug,Documentation bug for Scale Rows - Data Platform - Streaming ingestion wave 13,DATA-3012,,Portfolio 2026,3,5,To Do,,,,,
DATA-700498,400498,Story,Release readiness story for Scale Rows - Data Platform - Streaming ingestion wave 13,DATA-3012,,Portfolio 2026,5,0,In Progress,,,,,
DATA-700499,400499,Task,Stakeholder review task for Scale Rows - Data Platform - Streaming ingestion wave 13,DATA-3012,,Portfolio 2026,8,1.5,Done,Done,,,,
DATA-700500,400500,Bug,Discovery bug for Scale Rows - Data Platform - Forecast data mart wave 04,DATA-3003,,Portfolio 2026,1,1h,To Do,,,,,
DATA-700501,400501,Story,Implementation story for Scale Rows - Data Platform - Forecast data mart wave 04,DATA-3003,,Portfolio 2026,2,2.5,Done,Done,,,,
DATA-700502,400502,Task,Validation task for Scale Rows - Data Platform - Forecast data mart wave 04,DATA-3003,,Portfolio 2026,3,4,To Do,,,,,
DATA-700503,400503,Bug,Documentation bug for Scale Rows - Data Platform - Forecast data mart wave 04,DATA-3003,,Portfolio 2026,5,5.5,In Progress,,,,,
DATA-700504,400504,Story,Release readiness story for Scale Rows - Data Platform - Forecast data mart wave 04,DATA-3003,,Portfolio 2026,8,0.5,Done,Done,,,,
CORE-700505,400505,Task,Discovery task for Scale Rows - Core Product - Notification routing wave 11,CORE-1010,,Portfolio 2026,2,4h,To Do,,,,,
CORE-700506,400506,Bug,Implementation bug for Scale Rows - Core Product - Notification routing wave 11,CORE-1010,,Portfolio 2026,3,5.5,Done,Done,,,,
CORE-700507,400507,Story,Validation story for Scale Rows - Core Product - Notification routing wave 11,CORE-1010,,Portfolio 2026,5,0.5,To Do,,,,,
CORE-700508,400508,Task,Documentation task for Scale Rows - Core Product - Notification routing wave 11,CORE-1010,,Portfolio 2026,8,2,In Progress,,,,,
CORE-700509,400509,Bug,Release readiness bug for Scale Rows - Core Product - Notification routing wave 11,CORE-1010,,Portfolio 2026,1,3.5,Done,Done,,,,
DATA-700510,400510,Story,Discovery story for Scale Rows - Data Platform - Analytics contract cleanup wave 32,DATA-3031,,Portfolio 2026,2,4h,To Do,,,,,
DATA-700511,400511,Task,Implementation task for Scale Rows - Data Platform - Analytics contract cleanup wave 32,DATA-3031,,Portfolio 2026,3,5.5,Done,Done,,,,
DATA-700512,400512,Bug,Validation bug for Scale Rows - Data Platform - Analytics contract cleanup wave 32,DATA-3031,,Portfolio 2026,5,0.5,To Do,,,,,
DATA-700513,400513,Story,Documentation story for Scale Rows - Data Platform - Analytics contract cleanup wave 32,DATA-3031,,Portfolio 2026,8,2,In Progress,,,,,
DATA-700514,400514,Task,Release readiness task for Scale Rows - Data Platform - Analytics contract cleanup wave 32,DATA-3031,,Portfolio 2026,1,3.5,Done,Done,,,,
DATA-700515,400515,Bug,Discovery bug for Scale Rows - Data Platform - Quality rule expansion wave 23,DATA-3022,,Portfolio 2026,3,4h 30m,Done,Done,,,,
DATA-700516,400516,Story,Implementation story for Scale Rows - Data Platform - Quality rule expansion wave 23,DATA-3022,,Portfolio 2026,5,6,To Do,,,,,
DATA-700517,400517,Task,Validation task for Scale Rows - Data Platform - Quality rule expansion wave 23,DATA-3022,,Portfolio 2026,8,1,In Progress,,,,,
DATA-700518,400518,Bug,Documentation bug for Scale Rows - Data Platform - Quality rule expansion wave 23,DATA-3022,,Portfolio 2026,1,2.5,Done,Done,,,,
DATA-700519,400519,Story,Release readiness story for Scale Rows - Data Platform - Quality rule expansion wave 23,DATA-3022,,Portfolio 2026,2,4,In Progress,,,,,
DATA-700520,400520,Task,Stakeholder review task for Scale Rows - Data Platform - Quality rule expansion wave 23,DATA-3022,,Portfolio 2026,3,5.5,To Do,,,,,
DATA-700521,400521,Bug,Discovery bug for Scale Rows - Data Platform - Retention model update wave 14,DATA-3013,,Portfolio 2026,5,5h,To Do,,,,,
DATA-700522,400522,Story,Implementation story for Scale Rows - Data Platform - Retention model update wave 14,DATA-3013,,Portfolio 2026,8,0,In Progress,,,,,
DATA-700523,400523,Task,Validation task for Scale Rows - Data Platform - Retention model update wave 14,DATA-3013,,Portfolio 2026,1,1.5,Done,Done,,,,
DATA-700524,400524,Bug,Documentation bug for Scale Rows - Data Platform - Retention model update wave 14,DATA-3013,,Portfolio 2026,2,3,In Progress,,,,,
DATA-700525,400525,Story,Release readiness story for Scale Rows - Data Platform - Retention model update wave 14,DATA-3013,,Portfolio 2026,3,4.5,To Do,,,,,
DATA-700526,400526,Task,Discovery task for Scale Rows - Data Platform - Streaming ingestion wave 05,DATA-3004,,Portfolio 2026,8,5h 30m,In Progress,,,,,
DATA-700527,400527,Bug,Implementation bug for Scale Rows - Data Platform - Streaming ingestion wave 05,DATA-3004,,Portfolio 2026,1,0.5,Done,Done,,,,
DATA-700528,400528,Story,Validation story for Scale Rows - Data Platform - Streaming ingestion wave 05,DATA-3004,,Portfolio 2026,2,2,In Progress,,,,,
DATA-700529,400529,Task,Documentation task for Scale Rows - Data Platform - Streaming ingestion wave 05,DATA-3004,,Portfolio 2026,3,3.5,To Do,,,,,
DATA-700530,400530,Bug,Release readiness bug for Scale Rows - Data Platform - Streaming ingestion wave 05,DATA-3004,,Portfolio 2026,5,5,Done,Done,,,,
DATA-700531,400531,Story,Stakeholder review story for Scale Rows - Data Platform - Streaming ingestion wave 05,DATA-3004,,Portfolio 2026,8,0,To Do,,,,,
CORE-700532,400532,Task,Discovery task for Scale Rows - Core Product - Account recovery wave 21,CORE-1020,,Portfolio 2026,8,1h 30m,To Do,,,,,
CORE-700533,400533,Bug,Implementation bug for Scale Rows - Core Product - Account recovery wave 21,CORE-1020,,Portfolio 2026,1,3,In Progress,,,,,
CORE-700534,400534,Story,Validation story for Scale Rows - Core Product - Account recovery wave 21,CORE-1020,,Portfolio 2026,2,4.5,Done,Done,,,,
CORE-700535,400535,Task,Documentation task for Scale Rows - Core Product - Account recovery wave 21,CORE-1020,,Portfolio 2026,3,6,In Progress,,,,,
CORE-700536,400536,Bug,Release readiness bug for Scale Rows - Core Product - Account recovery wave 21,CORE-1020,,Portfolio 2026,5,1,To Do,,,,,
CORE-700537,400537,Story,Discovery story for Scale Rows - Core Product - Session management wave 12,CORE-1011,,Portfolio 2026,1,2h,In Progress,,,,,
CORE-700538,400538,Task,Implementation task for Scale Rows - Core Product - Session management wave 12,CORE-1011,,Portfolio 2026,2,3.5,Done,Done,,,,
CORE-700539,400539,Bug,Validation bug for Scale Rows - Core Product - Session management wave 12,CORE-1011,,Portfolio 2026,3,5,In Progress,,,,,
CORE-700540,400540,Story,Documentation story for Scale Rows - Core Product - Session management wave 12,CORE-1011,,Portfolio 2026,5,0,To Do,,,,,
CORE-700541,400541,Task,Release readiness task for Scale Rows - Core Product - Session management wave 12,CORE-1011,,Portfolio 2026,8,1.5,Done,Done,,,,
CORE-700542,400542,Bug,Stakeholder review bug for Scale Rows - Core Product - Session management wave 12,CORE-1011,,Portfolio 2026,1,3,To Do,,,,,
DATA-700543,400543,Story,Discovery story for Scale Rows - Data Platform - Warehouse model refresh wave 33,DATA-3032,,Portfolio 2026,1,2h,In Progress,,,,,
DATA-700544,400544,Task,Implementation task for Scale Rows - Data Platform - Warehouse model refresh wave 33,DATA-3032,,Portfolio 2026,2,3.5,Done,Done,,,,
DATA-700545,400545,Bug,Validation bug for Scale Rows - Data Platform - Warehouse model refresh wave 33,DATA-3032,,Portfolio 2026,3,5,In Progress,,,,,
DATA-700546,400546,Story,Documentation story for Scale Rows - Data Platform - Warehouse model refresh wave 33,DATA-3032,,Portfolio 2026,5,0,To Do,,,,,
